,Date,-2_sent,-1_sent,0_sent,1_sent,2_sent,N,S,H,A,F
0,2022-06-02,710.0,4686.0,1072.0,1512.0,78.0,1072.0,527.0,1590.0,2618.0,2251.0
1,2022-06-01,2013.0,14136.0,3430.0,5594.0,300.0,3430.0,1558.0,5894.0,7832.0,6759.0
2,2022-05-31,1959.0,14878.0,3786.0,5464.0,225.0,3786.0,1675.0,5689.0,7904.0,7258.0
3,2022-05-30,1625.0,11247.0,2787.0,4232.0,159.0,2787.0,1328.0,4391.0,6219.0,5325.0
4,2022-05-29,1574.0,11353.0,2680.0,4383.0,183.0,2680.0,1399.0,4566.0,6208.0,5320.0
5,2022-05-28,1766.0,11534.0,2462.0,4040.0,199.0,2462.0,1426.0,4239.0,6457.0,5417.0
6,2022-05-27,1874.0,13529.0,3353.0,5288.0,231.0,3353.0,1408.0,5519.0,7309.0,6686.0
7,2022-05-26,2210.0,14349.0,3242.0,5124.0,248.0,3242.0,1481.0,5372.0,7626.0,7452.0
8,2022-05-25,2845.0,15105.0,3456.0,4897.0,179.0,3456.0,1639.0,5076.0,8472.0,7839.0
9,2022-05-24,2622.0,17041.0,3795.0,6078.0,243.0,3795.0,1882.0,6321.0,8944.0,8837.0
10,2022-05-23,2344.0,17334.0,4278.0,6913.0,237.0,4278.0,1889.0,7150.0,9097.0,8692.0
11,2022-05-22,1898.0,14253.0,3067.0,4209.0,203.0,3067.0,1634.0,4412.0,7834.0,6683.0
12,2022-05-21,1899.0,13958.0,3060.0,5140.0,222.0,3060.0,1654.0,5362.0,7471.0,6732.0
13,2022-05-20,2375.0,18424.0,4427.0,6741.0,295.0,4427.0,2114.0,7036.0,9758.0,8927.0
14,2022-05-19,2572.0,19848.0,4455.0,6932.0,274.0,4455.0,1951.0,7206.0,10434.0,10035.0
15,2022-05-18,2566.0,19415.0,4825.0,7556.0,281.0,4825.0,2043.0,7837.0,10062.0,9876.0
16,2022-05-17,2683.0,20365.0,5308.0,9128.0,259.0,5308.0,2094.0,9387.0,11092.0,9862.0
17,2022-05-16,2422.0,17511.0,3934.0,5726.0,197.0,3934.0,1985.0,5923.0,8789.0,9159.0
18,2022-05-15,1825.0,12232.0,2419.0,3866.0,155.0,2419.0,1370.0,4021.0,6829.0,5858.0
19,2022-05-14,2202.0,15639.0,3067.0,4415.0,228.0,3067.0,1867.0,4643.0,8763.0,7211.0
20,2022-05-13,2784.0,20858.0,4609.0,6560.0,250.0,4609.0,2319.0,6810.0,11118.0,10205.0
21,2022-05-12,2786.0,22780.0,4837.0,7086.0,288.0,4837.0,2670.0,7374.0,11399.0,11497.0
22,2022-05-11,2558.0,20055.0,4492.0,7192.0,309.0,4492.0,2009.0,7501.0,11417.0,9187.0
23,2022-05-10,2546.0,20378.0,4430.0,6679.0,246.0,4430.0,2105.0,6925.0,11198.0,9621.0
24,2022-05-09,2187.0,16679.0,3858.0,6231.0,247.0,3858.0,1813.0,6478.0,9016.0,8037.0
25,2022-05-08,1638.0,11278.0,2624.0,4094.0,176.0,2624.0,1269.0,4270.0,6411.0,5236.0
26,2022-05-07,1835.0,14249.0,2917.0,4654.0,211.0,2917.0,1618.0,4865.0,7520.0,6946.0
27,2022-05-06,2174.0,19069.0,4112.0,6437.0,351.0,4112.0,2224.0,6788.0,9195.0,9824.0
28,2022-05-05,2250.0,19441.0,4091.0,6093.0,250.0,4091.0,2004.0,6343.0,9292.0,10395.0
29,2022-05-04,2014.0,16797.0,3886.0,6316.0,245.0,3886.0,1596.0,6561.0,9110.0,8105.0
30,2022-05-03,636.0,5247.0,1125.0,1744.0,81.0,1125.0,496.0,1825.0,3110.0,2277.0
31,2022-05-02,21.0,205.0,75.0,166.0,11.0,75.0,15.0,177.0,124.0,87.0
32,2022-05-01,22.0,237.0,67.0,136.0,11.0,67.0,15.0,147.0,159.0,85.0
33,2022-04-30,12.0,278.0,78.0,172.0,12.0,78.0,19.0,184.0,163.0,108.0
34,2022-04-29,307.0,2438.0,674.0,931.0,55.0,674.0,306.0,986.0,1387.0,1052.0
35,2022-04-28,2361.0,20257.0,5067.0,7768.0,288.0,5067.0,1987.0,8056.0,10947.0,9684.0
36,2022-04-27,2405.0,20501.0,4933.0,7358.0,268.0,4933.0,1842.0,7626.0,10886.0,10178.0
37,2022-04-26,2464.0,22025.0,5696.0,9428.0,273.0,5696.0,2001.0,9701.0,11729.0,10759.0
38,2022-04-25,1974.0,15748.0,3752.0,6262.0,248.0,3752.0,1675.0,6510.0,8091.0,7956.0
39,2022-04-24,1770.0,12801.0,2615.0,4109.0,186.0,2615.0,1570.0,4295.0,6853.0,6148.0
40,2022-04-23,1693.0,12739.0,2857.0,4776.0,193.0,2857.0,1440.0,4969.0,6769.0,6223.0
41,2022-04-22,1858.0,15794.0,3874.0,5941.0,258.0,3874.0,1558.0,6199.0,8253.0,7841.0
42,2022-04-21,2667.0,20159.0,4246.0,6378.0,243.0,4246.0,1974.0,6621.0,11288.0,9564.0
43,2022-04-20,3350.0,24986.0,5245.0,7194.0,263.0,5245.0,2428.0,7457.0,14668.0,11240.0
44,2022-04-19,4715.0,31557.0,5982.0,8589.0,323.0,5982.0,3037.0,8912.0,18331.0,14904.0
45,2022-04-18,2340.0,18021.0,4194.0,6473.0,236.0,4194.0,1984.0,6709.0,9676.0,8701.0
46,2022-04-17,1519.0,10740.0,2393.0,4715.0,173.0,2393.0,1141.0,4888.0,5920.0,5198.0
47,2022-04-16,1747.0,12112.0,2944.0,4461.0,176.0,2944.0,1365.0,4637.0,6826.0,5668.0
48,2022-04-15,2037.0,15408.0,4055.0,6618.0,242.0,4055.0,1553.0,6860.0,8190.0,7702.0
49,2022-04-14,2103.0,16528.0,3997.0,6923.0,278.0,3997.0,1727.0,7201.0,8882.0,8022.0
50,2022-04-13,2686.0,19205.0,4297.0,6659.0,253.0,4297.0,2150.0,6912.0,10526.0,9215.0
51,2022-04-12,2911.0,20979.0,4658.0,6483.0,212.0,4658.0,2114.0,6695.0,11993.0,9783.0
52,2022-04-11,2626.0,19886.0,4567.0,7407.0,217.0,4567.0,1903.0,7624.0,10916.0,9693.0
53,2022-04-10,2095.0,14842.0,3109.0,4580.0,178.0,3109.0,1469.0,4758.0,8442.0,7026.0
54,2022-04-09,1785.0,13503.0,3020.0,4806.0,193.0,3020.0,1351.0,4999.0,7464.0,6473.0
55,2022-04-08,2188.0,17628.0,4734.0,7314.0,257.0,4734.0,1723.0,7571.0,9479.0,8614.0
56,2022-04-07,2191.0,19577.0,5127.0,9437.0,321.0,5127.0,1967.0,9758.0,10532.0,9269.0
57,2022-04-06,1980.0,17744.0,4467.0,6714.0,251.0,4467.0,1796.0,6965.0,9391.0,8537.0
58,2022-04-05,2231.0,16149.0,4197.0,6612.0,209.0,4197.0,1674.0,6821.0,8888.0,7818.0
59,2022-04-04,2220.0,15894.0,3985.0,6271.0,250.0,3985.0,1738.0,6521.0,8514.0,7862.0
60,2022-04-03,1560.0,12160.0,2659.0,3916.0,161.0,2659.0,1316.0,4077.0,6756.0,5648.0
61,2022-04-02,1538.0,12426.0,2862.0,4764.0,210.0,2862.0,1301.0,4974.0,6860.0,5803.0
62,2022-04-01,1927.0,16485.0,3967.0,6730.0,293.0,3967.0,1679.0,7023.0,8460.0,8273.0
63,2022-03-31,2095.0,18254.0,4926.0,7258.0,290.0,4926.0,1773.0,7548.0,9475.0,9101.0
64,2022-03-30,2104.0,19555.0,5182.0,8063.0,355.0,5182.0,1840.0,8418.0,9959.0,9860.0
65,2022-03-29,2039.0,17532.0,5177.0,8316.0,247.0,5177.0,1895.0,8563.0,9160.0,8516.0
66,2022-03-28,1842.0,16346.0,4460.0,6919.0,279.0,4460.0,1680.0,7198.0,8230.0,8278.0
67,2022-03-27,1604.0,12960.0,2972.0,4407.0,172.0,2972.0,1468.0,4579.0,7194.0,5902.0
68,2022-03-26,1779.0,15527.0,3689.0,5762.0,196.0,3689.0,1858.0,5958.0,8421.0,7027.0
69,2022-03-25,1873.0,16647.0,4424.0,6668.0,260.0,4424.0,1801.0,6928.0,8524.0,8195.0
70,2022-03-24,2207.0,17962.0,4348.0,6949.0,250.0,4348.0,1882.0,7199.0,9375.0,8912.0
71,2022-03-23,2553.0,21427.0,5244.0,8278.0,248.0,5244.0,2166.0,8526.0,11113.0,10701.0
72,2022-03-22,2276.0,19763.0,4744.0,7855.0,213.0,4744.0,2048.0,8068.0,10055.0,9936.0
73,2022-03-21,2128.0,17385.0,4378.0,6665.0,235.0,4378.0,1941.0,6900.0,8912.0,8660.0
74,2022-03-20,2088.0,15051.0,3525.0,4715.0,183.0,3525.0,1660.0,4898.0,8421.0,7058.0
75,2022-03-19,1990.0,14895.0,3398.0,4881.0,227.0,3398.0,1465.0,5108.0,8191.0,7229.0
76,2022-03-18,2211.0,19096.0,4782.0,7376.0,305.0,4782.0,1824.0,7681.0,9976.0,9507.0
77,2022-03-17,2367.0,18872.0,4935.0,7489.0,344.0,4935.0,1956.0,7833.0,9941.0,9342.0
78,2022-03-16,2367.0,20575.0,5208.0,7147.0,239.0,5208.0,2052.0,7386.0,11102.0,9788.0
79,2022-03-15,2750.0,23358.0,5743.0,8288.0,262.0,5743.0,2402.0,8550.0,12146.0,11560.0
80,2022-03-14,2632.0,22918.0,5408.0,8356.0,299.0,5408.0,2320.0,8655.0,11543.0,11687.0
81,2022-03-13,2083.0,16333.0,3920.0,6116.0,229.0,3920.0,1747.0,6345.0,9346.0,7323.0
82,2022-03-12,1946.0,15078.0,3527.0,5175.0,200.0,3527.0,1674.0,5375.0,8420.0,6930.0
83,2022-03-11,2448.0,20388.0,4973.0,7552.0,283.0,4973.0,1994.0,7835.0,10638.0,10204.0
84,2022-03-10,2499.0,20947.0,5116.0,7423.0,255.0,5116.0,2120.0,7678.0,11718.0,9608.0
85,2022-03-09,2625.0,20464.0,4986.0,7427.0,210.0,4986.0,2219.0,7637.0,11583.0,9287.0
86,2022-03-08,2844.0,22212.0,5310.0,8264.0,232.0,5310.0,2154.0,8496.0,12571.0,10331.0
87,2022-03-07,2548.0,20854.0,4910.0,7422.0,224.0,4910.0,2041.0,7646.0,11019.0,10342.0
88,2022-03-06,1973.0,14196.0,2896.0,4260.0,164.0,2896.0,1526.0,4424.0,8369.0,6274.0
89,2022-03-05,1983.0,15251.0,4056.0,5740.0,194.0,4056.0,1613.0,5934.0,8960.0,6661.0
90,2022-03-04,2517.0,20025.0,5362.0,7901.0,301.0,5362.0,2131.0,8202.0,11238.0,9173.0
91,2022-03-03,3330.0,23745.0,5601.0,8255.0,247.0,5601.0,2420.0,8502.0,14124.0,10531.0
92,2022-03-02,4013.0,29723.0,7165.0,10455.0,320.0,7165.0,3130.0,10775.0,18729.0,11877.0
93,2022-03-01,3023.0,22330.0,6042.0,8793.0,256.0,6042.0,2251.0,9049.0,12919.0,10183.0
94,2022-02-28,2733.0,20920.0,5479.0,7682.0,235.0,5479.0,2133.0,7917.0,11527.0,9993.0
95,2022-02-27,1909.0,14366.0,3894.0,5067.0,155.0,3894.0,1531.0,5222.0,8340.0,6404.0
96,2022-02-26,2053.0,15102.0,4334.0,5979.0,176.0,4334.0,1616.0,6155.0,8418.0,7121.0
97,2022-02-25,2378.0,19113.0,5591.0,7925.0,254.0,5591.0,1950.0,8179.0,9929.0,9612.0
98,2022-02-24,3043.0,22317.0,5994.0,8345.0,234.0,5994.0,2516.0,8579.0,12084.0,10760.0
99,2022-02-23,2602.0,22132.0,6241.0,8678.0,283.0,6241.0,2136.0,8961.0,11512.0,11086.0
100,2022-02-22,2384.0,20558.0,5804.0,8522.0,279.0,5804.0,1952.0,8801.0,10752.0,10238.0
101,2022-02-21,2558.0,20552.0,5669.0,8262.0,258.0,5669.0,2051.0,8520.0,11258.0,9801.0
102,2022-02-20,2543.0,19331.0,5407.0,8657.0,226.0,5407.0,2020.0,8883.0,10599.0,9255.0
103,2022-02-19,2498.0,18374.0,4565.0,6242.0,223.0,4565.0,1911.0,6465.0,10016.0,8945.0
104,2022-02-18,3297.0,25184.0,6367.0,9283.0,311.0,6367.0,2615.0,9594.0,13603.0,12263.0
105,2022-02-17,3223.0,25464.0,7245.0,9781.0,326.0,7245.0,2432.0,10107.0,13331.0,12924.0
106,2022-02-16,3208.0,26181.0,8767.0,10309.0,318.0,8767.0,2607.0,10627.0,14054.0,12728.0
107,2022-02-15,3267.0,24486.0,6407.0,9540.0,316.0,6407.0,2497.0,9856.0,13418.0,11838.0
108,2022-02-14,2659.0,21920.0,6290.0,9501.0,384.0,6290.0,2333.0,9885.0,12061.0,10185.0
109,2022-02-13,2884.0,20357.0,4753.0,6441.0,259.0,4753.0,1978.0,6700.0,11941.0,9322.0
110,2022-02-12,3143.0,23597.0,5873.0,8125.0,232.0,5873.0,2473.0,8357.0,13190.0,11077.0
111,2022-02-11,3913.0,30709.0,8082.0,11064.0,385.0,8082.0,3062.0,11449.0,16394.0,15166.0
112,2022-02-10,4374.0,32767.0,8238.0,11262.0,361.0,8238.0,3160.0,11623.0,18216.0,15765.0
113,2022-02-09,5053.0,37625.0,9045.0,12011.0,316.0,9045.0,3759.0,12327.0,20919.0,18000.0
114,2022-02-08,4475.0,33060.0,8659.0,11773.0,348.0,8659.0,3370.0,12121.0,18732.0,15433.0
115,2022-02-07,3817.0,29339.0,7574.0,10641.0,306.0,7574.0,2909.0,10947.0,16252.0,13995.0
116,2022-02-06,3444.0,22821.0,5247.0,7091.0,251.0,5247.0,2437.0,7342.0,13621.0,10207.0
117,2022-02-05,3411.0,24764.0,5934.0,8273.0,305.0,5934.0,2567.0,8578.0,14115.0,11493.0
118,2022-02-04,4072.0,31653.0,7898.0,11330.0,411.0,7898.0,3183.0,11741.0,17407.0,15135.0
119,2022-02-03,4374.0,34635.0,8444.0,12158.0,365.0,8444.0,3617.0,12523.0,19231.0,16161.0
120,2022-02-02,4254.0,35018.0,8434.0,11761.0,378.0,8434.0,3991.0,12139.0,18815.0,16466.0
121,2022-02-01,3625.0,28883.0,6744.0,10301.0,300.0,6744.0,2857.0,10601.0,15912.0,13739.0
122,2022-01-31,4857.0,36974.0,9050.0,14238.0,382.0,9050.0,3930.0,14620.0,21603.0,16298.0
123,2022-01-30,4092.0,29115.0,6633.0,9027.0,304.0,6633.0,3305.0,9331.0,17811.0,12091.0
124,2022-01-29,4419.0,32315.0,7854.0,10732.0,342.0,7854.0,3914.0,11074.0,19204.0,13616.0
125,2022-01-28,4861.0,36844.0,9226.0,13882.0,452.0,9226.0,3802.0,14334.0,21123.0,16780.0
126,2022-01-27,5351.0,40567.0,9813.0,14134.0,426.0,9813.0,3844.0,14560.0,23212.0,18862.0
127,2022-01-26,5846.0,42621.0,9621.0,14885.0,476.0,9621.0,4465.0,15361.0,23428.0,20574.0
128,2022-01-25,6163.0,45219.0,10453.0,15387.0,450.0,10453.0,4497.0,15837.0,24871.0,22014.0
129,2022-01-24,5596.0,40341.0,9909.0,13780.0,395.0,9909.0,4528.0,14175.0,22538.0,18871.0
130,2022-01-23,5204.0,33826.0,7365.0,10018.0,335.0,7365.0,3976.0,10353.0,19889.0,15165.0
131,2022-01-22,5302.0,35966.0,7919.0,11674.0,370.0,7919.0,4212.0,12044.0,20626.0,16430.0
132,2022-01-21,6425.0,45626.0,11018.0,16364.0,504.0,11018.0,5726.0,16868.0,24952.0,21373.0
133,2022-01-20,6121.0,45179.0,11420.0,17023.0,526.0,11420.0,5018.0,17549.0,24582.0,21700.0
134,2022-01-19,6943.0,51665.0,13185.0,21010.0,567.0,13185.0,5220.0,21577.0,29274.0,24114.0
135,2022-01-18,6304.0,48083.0,14075.0,24325.0,727.0,14075.0,4972.0,25052.0,26508.0,22907.0
136,2022-01-17,5291.0,37461.0,8326.0,12040.0,400.0,8326.0,4022.0,12440.0,21097.0,17633.0
137,2022-01-16,5560.0,37462.0,7725.0,11548.0,407.0,7725.0,4108.0,11955.0,22306.0,16608.0
138,2022-01-15,6158.0,41185.0,9629.0,13989.0,487.0,9629.0,4550.0,14476.0,24180.0,18613.0
139,2022-01-14,8517.0,59371.0,13173.0,20577.0,558.0,13173.0,6229.0,21135.0,34064.0,27595.0
140,2022-01-13,9269.0,68640.0,15883.0,22694.0,592.0,15883.0,7071.0,23286.0,38705.0,32133.0
141,2022-01-12,9517.0,68019.0,15122.0,21377.0,634.0,15122.0,7115.0,22011.0,37921.0,32500.0
142,2022-01-11,10515.0,73658.0,16275.0,22832.0,594.0,16275.0,7774.0,23426.0,40975.0,35424.0
143,2022-01-10,9914.0,66994.0,15286.0,21487.0,613.0,15286.0,7180.0,22100.0,37713.0,32015.0
144,2022-01-09,8317.0,53152.0,11175.0,14530.0,447.0,11175.0,5754.0,14977.0,30665.0,25050.0
145,2022-01-08,9199.0,59400.0,12154.0,15741.0,498.0,12154.0,6238.0,16239.0,34106.0,28255.0
146,2022-01-07,10009.0,67322.0,15183.0,21859.0,628.0,15183.0,7353.0,22487.0,38305.0,31673.0
147,2022-01-06,10849.0,72431.0,16960.0,23657.0,619.0,16960.0,8343.0,24276.0,40046.0,34891.0
148,2022-01-05,12523.0,82885.0,18060.0,25471.0,591.0,18060.0,8909.0,26062.0,46387.0,40112.0
149,2022-01-04,12314.0,80631.0,17745.0,25077.0,747.0,17745.0,8774.0,25824.0,44540.0,39631.0
150,2022-01-03,9313.0,63470.0,14368.0,21264.0,663.0,14368.0,7072.0,21927.0,34986.0,30725.0
151,2022-01-02,7709.0,49857.0,10845.0,14271.0,630.0,10845.0,5895.0,14901.0,29499.0,22172.0
152,2022-01-01,6764.0,45284.0,10288.0,17873.0,1476.0,10288.0,5951.0,19349.0,26692.0,19405.0
153,2021-12-31,10445.0,70224.0,15764.0,24270.0,1294.0,15764.0,8702.0,25564.0,40447.0,31520.0
154,2021-12-30,11976.0,79872.0,17982.0,25862.0,782.0,17982.0,9300.0,26644.0,44628.0,37920.0
155,2021-12-29,11823.0,77867.0,17511.0,23791.0,591.0,17511.0,9081.0,24382.0,44378.0,36231.0
156,2021-12-28,12523.0,80991.0,17735.0,22930.0,523.0,17735.0,10041.0,23453.0,47521.0,35952.0
157,2021-12-27,9271.0,62846.0,13300.0,18284.0,527.0,13300.0,8660.0,18811.0,34602.0,28855.0
158,2021-12-26,5906.0,38830.0,8642.0,12953.0,575.0,8642.0,6227.0,13528.0,21747.0,16762.0
159,2021-12-25,5046.0,32157.0,8078.0,14939.0,1094.0,8078.0,5672.0,16033.0,17710.0,13821.0
160,2021-12-24,7960.0,52042.0,12235.0,19620.0,940.0,12235.0,7506.0,20560.0,29295.0,23201.0
161,2021-12-23,8732.0,63696.0,15714.0,22972.0,763.0,15714.0,7613.0,23735.0,34990.0,29825.0
162,2021-12-22,9934.0,74436.0,17968.0,26684.0,854.0,17968.0,8790.0,27538.0,40969.0,34611.0
163,2021-12-21,9832.0,72129.0,17804.0,24773.0,686.0,17804.0,7716.0,25459.0,40057.0,34188.0
164,2021-12-20,8431.0,61753.0,14571.0,21821.0,543.0,14571.0,6980.0,22364.0,34239.0,28965.0
165,2021-12-19,7256.0,49831.0,10725.0,14761.0,446.0,10725.0,5927.0,15207.0,28375.0,22785.0
166,2021-12-18,7755.0,53379.0,12526.0,16504.0,486.0,12526.0,6243.0,16990.0,31683.0,23208.0
167,2021-12-17,8602.0,63208.0,15062.0,20013.0,602.0,15062.0,7732.0,20615.0,35791.0,28287.0
168,2021-12-16,6359.0,48744.0,11951.0,16504.0,498.0,11951.0,6081.0,17002.0,26044.0,22978.0
169,2021-12-15,5686.0,46753.0,11228.0,15866.0,468.0,11228.0,5449.0,16334.0,24378.0,22612.0
170,2021-12-14,2959.0,24277.0,5979.0,8159.0,239.0,5979.0,2956.0,8398.0,13184.0,11096.0
171,2021-12-13,4222.0,32420.0,8045.0,11181.0,319.0,8045.0,3570.0,11500.0,17191.0,15881.0
172,2021-12-12,3050.0,21414.0,4751.0,6633.0,250.0,4751.0,2393.0,6883.0,12206.0,9865.0
173,2021-12-11,3175.0,22095.0,4986.0,7102.0,283.0,4986.0,2371.0,7385.0,11937.0,10962.0
174,2021-12-10,4183.0,29548.0,7303.0,11348.0,444.0,7303.0,2881.0,11792.0,15766.0,15084.0
175,2021-12-09,4157.0,32437.0,8209.0,12542.0,492.0,8209.0,2986.0,13034.0,17249.0,16359.0
176,2021-12-08,3825.0,29457.0,8531.0,11175.0,393.0,8531.0,2691.0,11568.0,15740.0,14851.0
177,2021-12-07,3571.0,29248.0,7298.0,11050.0,380.0,7298.0,2694.0,11430.0,15426.0,14699.0
178,2021-12-06,3559.0,28834.0,7171.0,10843.0,328.0,7171.0,2719.0,11171.0,15193.0,14481.0
179,2021-12-05,3114.0,22880.0,4902.0,7166.0,261.0,4902.0,2127.0,7427.0,12502.0,11365.0
180,2021-12-04,3488.0,25732.0,5487.0,7851.0,367.0,5487.0,2450.0,8218.0,14208.0,12562.0
181,2021-12-03,3392.0,28451.0,7101.0,10643.0,355.0,7101.0,2690.0,10998.0,15785.0,13368.0
182,2021-12-02,4739.0,39816.0,9915.0,14158.0,417.0,9915.0,3585.0,14575.0,22804.0,18166.0
183,2021-12-01,4682.0,39850.0,10073.0,15459.0,425.0,10073.0,3488.0,15884.0,21839.0,19205.0
184,2021-11-30,4127.0,34515.0,8803.0,12639.0,424.0,8803.0,3129.0,13063.0,18435.0,17078.0
185,2021-11-29,3705.0,32803.0,8727.0,11825.0,363.0,8727.0,2949.0,12188.0,17581.0,15978.0
186,2021-11-28,3398.0,27673.0,6483.0,8074.0,269.0,6483.0,2368.0,8343.0,16052.0,12651.0
187,2021-11-27,3394.0,29573.0,7020.0,8677.0,269.0,7020.0,2311.0,8946.0,16550.0,14106.0
188,2021-11-26,2779.0,29309.0,8480.0,10711.0,496.0,8480.0,2225.0,11207.0,14406.0,15457.0
189,2021-11-25,1909.0,16915.0,4510.0,7894.0,969.0,4510.0,1894.0,8863.0,8767.0,8163.0
190,2021-11-24,2844.0,25461.0,6375.0,10439.0,560.0,6375.0,2426.0,10999.0,13938.0,11941.0
191,2021-11-23,2579.0,23595.0,6075.0,10382.0,484.0,6075.0,2387.0,10866.0,11544.0,12243.0
192,2021-11-22,2495.0,21892.0,6080.0,9594.0,409.0,6080.0,2219.0,10003.0,10467.0,11701.0
193,2021-11-21,2179.0,18264.0,4573.0,6155.0,290.0,4573.0,1798.0,6445.0,9118.0,9527.0
194,2021-11-20,1981.0,17086.0,4693.0,7461.0,379.0,4693.0,1930.0,7840.0,8169.0,8968.0
195,2021-11-19,2574.0,24954.0,7308.0,12712.0,462.0,7308.0,2252.0,13174.0,11937.0,13339.0
196,2021-11-18,3063.0,26146.0,7282.0,12008.0,442.0,7282.0,2389.0,12450.0,12953.0,13867.0
197,2021-11-17,3310.0,27928.0,7200.0,11861.0,490.0,7200.0,2480.0,12351.0,13774.0,14984.0
198,2021-11-16,2931.0,26627.0,7611.0,11469.0,436.0,7611.0,2534.0,11905.0,13124.0,13900.0
199,2021-11-15,2985.0,24044.0,5722.0,9660.0,359.0,5722.0,2366.0,10019.0,12453.0,12210.0
200,2021-11-14,2944.0,21791.0,4617.0,6257.0,298.0,4617.0,2530.0,6555.0,11767.0,10438.0
201,2021-11-13,2437.0,21313.0,4938.0,7401.0,463.0,4938.0,2117.0,7864.0,10646.0,10987.0
202,2021-11-12,2954.0,25555.0,6205.0,10215.0,481.0,6205.0,2455.0,10696.0,12396.0,13658.0
203,2021-11-11,2721.0,23913.0,6024.0,9325.0,447.0,6024.0,2250.0,9772.0,11745.0,12639.0
204,2021-11-10,3409.0,29978.0,7368.0,11586.0,504.0,7368.0,3011.0,12090.0,15937.0,14439.0
205,2021-11-09,3361.0,30605.0,7533.0,11524.0,497.0,7533.0,2850.0,12021.0,15932.0,15184.0
206,2021-11-08,3327.0,28785.0,7018.0,11079.0,482.0,7018.0,2561.0,11561.0,15381.0,14170.0
207,2021-11-07,2849.0,22591.0,4815.0,7216.0,355.0,4815.0,1956.0,7571.0,13230.0,10254.0
208,2021-11-06,3351.0,26926.0,6040.0,8926.0,460.0,6040.0,2318.0,9386.0,15861.0,12098.0
209,2021-11-05,4115.0,36820.0,9133.0,14143.0,611.0,9133.0,2992.0,14754.0,19648.0,18295.0
210,2021-11-04,3754.0,32898.0,8016.0,14125.0,598.0,8016.0,2882.0,14723.0,16859.0,16911.0
211,2021-11-03,4165.0,33452.0,9407.0,15960.0,675.0,9407.0,3287.0,16635.0,18566.0,15764.0
212,2021-11-02,3288.0,26794.0,7095.0,11147.0,320.0,7095.0,2516.0,11467.0,12721.0,14845.0
213,2021-11-01,3269.0,28480.0,6648.0,10689.0,360.0,6648.0,2723.0,11049.0,13893.0,15133.0
214,2021-10-31,2392.0,18959.0,4205.0,7008.0,278.0,4205.0,1739.0,7286.0,10272.0,9340.0
215,2021-10-30,2461.0,19907.0,4834.0,6953.0,334.0,4834.0,1843.0,7287.0,10508.0,10017.0
216,2021-10-29,3039.0,26209.0,6942.0,11502.0,506.0,6942.0,2256.0,12008.0,13086.0,13906.0
217,2021-10-28,2973.0,26787.0,6322.0,10723.0,392.0,6322.0,2233.0,11115.0,13439.0,14088.0
218,2021-10-27,3253.0,27627.0,7391.0,11459.0,389.0,7391.0,2301.0,11848.0,14195.0,14384.0
219,2021-10-26,3441.0,29124.0,8104.0,12277.0,449.0,8104.0,2691.0,12726.0,14910.0,14964.0
220,2021-10-25,3270.0,27173.0,6808.0,11115.0,374.0,6808.0,2603.0,11489.0,14373.0,13467.0
221,2021-10-24,2410.0,17853.0,3837.0,6229.0,227.0,3837.0,1658.0,6456.0,10135.0,8470.0
222,2021-10-23,2489.0,19392.0,4604.0,6971.0,300.0,4604.0,1785.0,7271.0,10343.0,9753.0
223,2021-10-22,2993.0,25773.0,6936.0,12522.0,378.0,6936.0,2268.0,12900.0,13383.0,13115.0
224,2021-10-21,3582.0,30100.0,7418.0,11329.0,394.0,7418.0,2770.0,11723.0,16299.0,14613.0
225,2021-10-20,4331.0,34081.0,8681.0,12834.0,345.0,8681.0,3151.0,13179.0,18204.0,17057.0
226,2021-10-19,4426.0,35016.0,7634.0,12202.0,371.0,7634.0,3232.0,12573.0,18062.0,18148.0
227,2021-10-18,5811.0,44340.0,7555.0,10481.0,341.0,7555.0,5153.0,10822.0,18179.0,26819.0
228,2021-10-17,2771.0,21346.0,4255.0,6139.0,212.0,4255.0,2047.0,6351.0,11177.0,10893.0
229,2021-10-16,2695.0,22694.0,5172.0,7162.0,275.0,5172.0,2277.0,7437.0,11797.0,11315.0
230,2021-10-15,3453.0,30952.0,7269.0,12175.0,400.0,7269.0,2696.0,12575.0,15890.0,15819.0
231,2021-10-14,4335.0,35130.0,8265.0,12522.0,348.0,8265.0,2987.0,12870.0,19036.0,17442.0
232,2021-10-13,4314.0,34329.0,7898.0,11836.0,405.0,7898.0,2975.0,12241.0,17937.0,17731.0
233,2021-10-12,4241.0,33706.0,7951.0,11277.0,333.0,7951.0,3418.0,11610.0,17253.0,17276.0
234,2021-10-11,3589.0,29756.0,7071.0,10813.0,334.0,7071.0,3137.0,11147.0,14920.0,15288.0
235,2021-10-10,2874.0,21603.0,4627.0,6291.0,232.0,4627.0,1987.0,6523.0,11746.0,10744.0
236,2021-10-09,2748.0,22057.0,5166.0,7174.0,268.0,5166.0,2077.0,7442.0,11726.0,11002.0
237,2021-10-08,3634.0,30106.0,7105.0,10611.0,426.0,7105.0,2858.0,11037.0,15316.0,15566.0
238,2021-10-07,4191.0,35096.0,12435.0,12302.0,455.0,12435.0,3123.0,12757.0,17521.0,18643.0
239,2021-10-06,3895.0,32223.0,7678.0,12082.0,369.0,7678.0,2792.0,12451.0,16402.0,16924.0
240,2021-10-05,3893.0,31780.0,8066.0,16091.0,400.0,8066.0,2938.0,16491.0,16186.0,16549.0
